review,sentiment
 Could have been a little bit more reasonably priced In house parking very expensive ,NEGATIVE
 The bed and facility s in the room were brilliant ,POSITIVE
 The staff were quick to compensate when our room was allocated to another couple a couple of hours after we had arrived ,NEGATIVE
 The location design restaurant,POSITIVE
 Nothing,NEGATIVE
 Hotel is right in the middle of everything All major tourist attractions are in walking distance ,POSITIVE
 Did not eat in the hotel as we thought it was quite expensive ,NEGATIVE
 My room was not available until 16 00 mini bar was completely empty and front Desk staff not very helpful ,NEGATIVE
 The room was up to standard,POSITIVE
 The silence,NEGATIVE
 Staff where great and location excellent ,POSITIVE
 Perfect,POSITIVE
 Internal view,POSITIVE
 Nice rooms,POSITIVE
 Busy at breakfast relocated to a soulless overspill Cooked breakfasts were OK but relatively limited choice I ve had much better Orange juice was quite bland Danishes nothing special Basically no different from a budget hotel really The gym was small for such a large hotel and seemed a bit of an after thought,NEGATIVE
 Great location Super clean Good facilities,POSITIVE
 In most hotels and establishments wifi is now free as standard So to still have to pay for it is inconvenient and may put me off staying in future Even if charging for service the price is a bit steep Reducing the cost would probably mean more people willing to pay a few quid for it and making it free would be better ,NEGATIVE
 Nothing ,NEGATIVE
 Hotel was great clean friendly staff free breakfast every morning with good selection good wifi connection nice sized room with bath fridge in room Personally loved the fact that the hotel isn t in the city centre but is literally next to a train station that you can easily get to and from the airport city Would definitely stay again ,POSITIVE
 Location Value,POSITIVE
 Very well looked after by all staff Made to feel welcome and staff were attentive and gave as much time as we needed ,POSITIVE
 Well the hotel is our favourite and we usually stay here when we are in London ,POSITIVE
 Dinner was supposed to be a carvery Leek and potato soup was brown and tasted of yesterday s Cabbage Roast beef only vegetables on offer was potato wedges and carrots swede and peas mixed watery gravy Desert was apple crumble tinned apple pretty made crumble packet custard Such a let down ,NEGATIVE
 Group 5 together with 1 person in wheelchair Wanted to sit together for breakfast they kept saying only had tables for2 or 4 tried to get them to push together but said unable eventually after fuss they did not rocket science Happened both mornings As for getting a pot tea not the coloured cold weak water in flask well ,NEGATIVE
 We enjoyed the ferry crossing and the fact it was included with stay ,POSITIVE
 Was building works and scaffolding one floor below us We really should have been informed when booking or checking in especially as the workmen started at 7 30 ,NEGATIVE
 Good location Comfort Clean Nice staff ,POSITIVE
 We had a double bed that was hard and had no valance that made it look rather tatty The wash hand basin tap in the bathroom didn t work which we complained about immediately but was never repaired We were initially given a room on the second floor that looked out over a flat roof complete with full black plastic bags We complained and were then given a room on the 8th floor that was much better ,NEGATIVE
 The fact that you can t pay over the phone and in spite of the UK regulatuon the hotel is asking customers to send their credit card details by email Because i could not pay for the hotel on bookong com or over the phone at the hotel for mu guests they refused to check in my guests and sent out my guests at 11pm to change eur into gbp and asked them to pay for the hotel Shame on you ,NEGATIVE
 Location and check in staff,POSITIVE
 The bed was so comfy blackout curtains were great too Fabulous nights sleep Loved how there is a tunnel going straight from the O2 Arena to the hotel after the concert straight in the hotel 30 seconds after concert had finished Our bed had also been turned down curtains pulled and slippers out next to the bed The Bose speaker in the bathroom linked to the TV was fabulous too Will definitely be booking this hotel with every show we see at The O2 from now on Great being able to go to the Rooftop Bar in the evening ,POSITIVE
 Breakfast,POSITIVE
 This was a little pricey for us so we were only staying 1 night but it was worth every penny We had a king studio room the kids had a sofa bed in the living area which was already made up ready for us we had a slight view of the London eye to the left if we had been a little higher up the view would have been amazing although we were more than happy Lovely modern bathroom and the kitchen facilities were a great bonus The breakfast had a massive choice and was mostly very good We were downstairs in the second room and it was packed but the food was hot and service fab The small children play area in the corner was a genius idea The Location was perfect for exploring London Pretty much as close to Westminster bridge as you can get and 1 min walk to the embankment with all the entertainment and bars restaurants and less than 5 mins to the underground The whole hotel was spotless very modern and fancy A real treat ,POSITIVE
 Great location if a little noisy as right next to DLR ,POSITIVE
 The foyer is beautiful early 1900 s with wooden panelling and stained glass windows This was why I selected this hotel as it has character ,POSITIVE
 no complimentary breakfast no one at reception after 2 am,NEGATIVE
 Great location of the hotel About 5 7 minutes walk from Paddington There are also tube and bus station just in 10 min walk from the hotel Stuff was very polite and helpful They were happy to help with any request Room is 100 like on the photos and there is quite enough space for one person I have single deluxe room Bed was very comfortable there were a complimentary water fruits and tea coffe in the room Everything was clean and fresh Breakfast is a little bit expencive but it s tasty with traditional choice of English breakfast food eggs bacon fruits meat fish croissants and etc I really like staying here and would highly recommend this hotel for staying in London ,POSITIVE
 No tea and coffee in room bathroom a bit small for the money these are basic requirements,NEGATIVE
 The hotel its self was beautiful and had everything we could want The breakfast restaurant was extremely busy But on the second morning they opened up a separate suite which was much more relaxed ,POSITIVE
 location,POSITIVE
 Nothing poached eggs in executive lounge would have been nice,NEGATIVE
