review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 There was an issue with the rooms I booked and the staff didn t seem to want to help at all ,NEGATIVE,4815, There was an issue with the rooms I booked and the staff didn t seem to want to help at all ,staff_friendliness,0.3827393696091935,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Morning too complain about,NEGATIVE,4816,,,,
 Torn sheet on bed Tea and coffee not always replaced Unusable iron due to scorch mark and spilt crisps by the lift on the 6 th floor for the whole of our visit,NEGATIVE,4817,,,,
 It s a little old,NEGATIVE,4818,,,,
 Room small and roof top var was closed We booked this hotel as the rooftop bar was a key feature,POSITIVE,4819,,,,
 Bathtub could have been bigger,NEGATIVE,4820,,,,
 Been kept awake by hotel phone ringing 3 times in the night followed by noisy neighbours next night and twin room when we booked double,NEGATIVE,4821,,,,
 Location,POSITIVE,4822,,,,
 Breakfast buffet was fair but not great ,NEGATIVE,4823,,,,
 Extremely small room not worth the money The room services walked in on us when we were still there even though we had the privacy sign up ,NEGATIVE,4824, Extremely small room not worth the money The room services walked in on us when we were still there even though we had the privacy sign up ,room_size,0.4214916103455904,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Breakfast was a bit disorganised we were told breakfast was between 7 11am we turned up at 10 and were shown to an room in the basement not the restaurant we sat down and within 15min about 10 20 they cleared the food away and started packing up the tables and chairs around us although not asked we were made to fell rushed and breakfast lasted about 15 min ,NEGATIVE,4825,,,,
 The room was quite nice the bathroom could use some attention and a new shower head The common areas were run down and the lifts unreliable Quite disappointed ,NEGATIVE,4826, The room was quite nice the bathroom could use some attention and a new shower head The common areas were run down and the lifts unreliable Quite disappointed ,room_size,0.40183227865690174,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The hotel was clean and comfortable Location was great for places we wanted to visit ,POSITIVE,4827,,,,
 Except location nothing much,NEGATIVE,4828,,,,
 Location,POSITIVE,4829,,,,
 Indian englisch Style of hotel,POSITIVE,4830,,,,
 Room didn t have much of a vue even tho I did request riverside,NEGATIVE,4831,,,,
 Tiny room with no view but at least they made an effort at cheerfulness by placing flowers in the windows that you look out at ,POSITIVE,4832,,,,
 Breakfast is good convenient location in a quiet neighbourhood helpful staff,POSITIVE,4833,,,,
 Breakfast was v busy I felt they could have extended into the empty room next door but they did warn us it would be busy,NEGATIVE,4834,,,,
 Lovely room lots of space,POSITIVE,4835,,,,
 extremely well positioned,POSITIVE,4836,,,,
 Room rather small but ok for short break Pity there was an extra charge to use the pool ,NEGATIVE,4837,,,,
 Very comfortable bed Extremely helpful staff Having a morning swim and sauna was a great bonus Plenty of choices at the breakfast buffet ,POSITIVE,4838,,,,
 I loved everything about the hotel also loved the little cakes left for us in our room they were delicous and a great idea leaving a bottle of water which most oeopke forget to take with them the free canapes and drinks on the evening was a big surprise fantastic idea,POSITIVE,4839,,,,
 The team is very friendly and helpful The hotel is well situated for theatres and attractions,POSITIVE,4840,,,,
 I wonder who gave the 4 to this upsolutely auwful 2 motel the room was like a cage and was on the lowest floor under the earth that made the walls of the room blowing cold air even if the ac was at 28 C it was freezing also the ac was loud extremely loud and above all the bathroom was with noooooo heating system winter in london 2 to 10 C are you serious its not only decieving but impertinent not even even if sbd payed me i would stay there i accept your apology so what thebasement rooms are still on sale and make sure nobody will get sick in the cellar i pin the view from the window of these 4 motel great view of garbage soooo nice enjoy it and good morning if you think you can make rooms out of your cellar and sell it for a a room in a 4 hotel like that forget it As I asked your personel in the night if they can change my room the answer was A NO coz i booked this kind of room a deluxe in a a 4 sure NOT that was not a room that was where you put your garbage what is booking com do for this what is booking com do for this,NEGATIVE,4841,,,,
 Tha location was fantastic ,POSITIVE,4842,,,,
 Brighter lighting by wardrobe area Superior Double is very very small ,NEGATIVE,4843,,,,
 Efficient staff large room size lovely bathroom,POSITIVE,4844,,,,
 Grab and Go was advertised as being 24 hours but was closed when we arrived,NEGATIVE,4845,,,,
 Location is perfect,POSITIVE,4846,,,,
 Excellent location across from parliament and Big Ben Modern with a decent size shower and room ,POSITIVE,4847,,,,
 nothing,NEGATIVE,4848,,,,
 SkyLounge could be a more spaces outside and the Music a Little lower loud,NEGATIVE,4849,,,,
 Chocolate Muffin,POSITIVE,4850,,,,
 Attention to children and nothing is too difficult for staff ,POSITIVE,4851,,,,
 Have no complaints lovely place,POSITIVE,4852,,,,
 As it was my birthday I was given an upgraded room ,POSITIVE,4853,,,,
 Location is excellent,POSITIVE,4854,,,,
 Breakfast could have been warmer Cooked food tasty but a little cold Coffee really hot and good ,POSITIVE,4855,,,,
 The bed was the comfiest bed ever Quiet location friendly staff clean room Great stay ,POSITIVE,4856,,,,
 Price,POSITIVE,4857,,,,
 Nice place for a short stay Nice location and friendly staff ,POSITIVE,4858,,,,
 improve the breakfast selection,POSITIVE,4859,,,,
 The room was a good size and very clean The shower was great and the bed was comfortable ,POSITIVE,4860,,,,
 Verry friendly and kind,POSITIVE,4861,,,,
 Check in and Check out were very complicated and long ,NEGATIVE,4862,,,,
 The toilet in our room was so close to the sink we couldn t stand in front of it to wash The bathroom was badly designed as lots of wasted space because it was a wet room It seemed as if it was a disabled bathroom as it had rails by the toilet This was quite odd as we hadn t booked a disabled room There were no facilities such as a bar area to relax in There was a small area to sit in at the front of the hotel but was full up with very few people ,NEGATIVE,4863, The toilet in our room was so close to the sink we couldn t stand in front of it to wash The bathroom was badly designed as lots of wasted space because it was a wet room It seemed as if it was a disabled bathroom as it had rails by the toilet This was quite odd as we hadn t booked a disabled room There were no facilities such as a bar area to relax in There was a small area to sit in at the front of the hotel but was full up with very few people ,room_size,0.41114429091395693,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Thank you so much for leaving the birthday cake in the room for my boyfriends 21st It made it much more personal and special The bed was super super comfy and the room was clean The view was so amazing and the spa was lovely and quiet Everything about this trip was incredible ,POSITIVE,4864,,,,
 Location convenience,POSITIVE,4865,,,,
 Excellent location easy walking distance to the station Hotel has a very up market feel there is even a Starbucks in the lobby for guests ,POSITIVE,4866,,,,
 The location was simply excellent The hotel is close to a major metro line and you can reach any part of the city easily The staff was as well exceptionally kind and helpful Loved the hotel style old English style ,POSITIVE,4867,,,,
